niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website
paysagiste,"JR Elagage, abattage, dessouchage, paysagiste taille","https://www.google.com/maps/place/JR+Elagage,+abattage,+dessouchage,+paysagiste+taille/data=!4m7!3m6!1s0x4808791d48a090eb:0x9bc8153b963f8f31!8m2!3d47.4968436!4d-0.5258839!16s%2Fg%2F11p9snht5h!19sChIJ65CgSB15CEgRMY8_ljsVyJs?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,163 Rte d'Angers,,0682207532,https://www.jrelagageabattage.fr/
paysagiste,Pierre Goujeon Paysage SARL,https://www.google.com/maps/place/Pierre+Goujeon+Paysage+SARL/data=!4m7!3m6!1s0x480878396dd34467:0x7a8217c5814a962c!8m2!3d47.4728429!4d-0.5096343!16s%2Fg%2F1wh4f7c0!19sChIJZ0TTbTl4CEgRLJZKgcUXgno?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,11 Rue du Patis,,0241939900,
paysagiste,Bernard Thuleau Paysage,https://www.google.com/maps/place/Bernard+Thuleau+Paysage/data=!4m7!3m6!1s0x48087eb938b9eaad:0x383f0281e06ae5f9!8m2!3d47.5100763!4d-0.5884579!16s%2Fg%2F1hc0yhbv0!19sChIJreq5OLl-CEgR-eVq4IECPzg?authuser=0&hl=fr&rclk=1,4.0,3,Paysagiste,4 Av. de Ripollet,,0613922300,
paysagiste,Agence NGE Avrillé,https://www.google.com/maps/place/Agence+NGE+Avrill%C3%A9/data=!4m7!3m6!1s0x48087f747a85f445:0xe23a217c1c4a07f2!8m2!3d47.4967044!4d-0.5941654!16s%2Fg%2F11t40tttst!19sChIJRfSFenR_CEgR8gdKHHwhOuI?authuser=0&hl=fr&rclk=1,4.5,6,Entreprise de construction,·,,0241359250,http://www.nge.fr/
paysagiste,PAYSAGE CONCEPT,https://www.google.com/maps/place/PAYSAGE+CONCEPT/data=!4m7!3m6!1s0xdeeff940f158e2f:0x306b23c90776d7f8!8m2!3d47.698517!4d-0.903534!16s%2Fg%2F11s7crw27j!19sChIJL44VD5T_7g0R-Nd2B8kjazA?authuser=0&hl=fr&rclk=1,4.2,5,Paysagiste,70 Chem. de l'Industrie,,0670556839,https://www.paysage-concept.net/
paysagiste,"HOFFMANN ÉLAGUEUR 49 : Élagage d’arbres, abattage arbres. Entretien jardin - Angers - Maine-et-Loire (49)","https://www.google.com/maps/place/HOFFMANN+%C3%89LAGUEUR+49+:+%C3%89lagage+d%E2%80%99arbres,+abattage+arbres.+Entretien+jardin+-+Angers+-+Maine-et-Loire+%2849%29/data=!4m7!3m6!1s0x4808797dc46df0fb:0x39c0d7acef4c2690!8m2!3d47.4936501!4d-0.5297048!16s%2Fg%2F11lh50pktt!19sChIJ-_BtxH15CEgRkCZM76zXwDk?authuser=0&hl=fr&rclk=1",5.0,9,Service d'élagage,Chem. de la Tournerie,,0695774565,https://hoffmannelagueur49.fr/
paysagiste,Arboriste & co - Élagueur à Angers,https://www.google.com/maps/place/Arboriste+%26+co+-+%C3%89lagueur+%C3%A0+Angers/data=!4m7!3m6!1s0x4a2f975fb0fd2ef5:0x14627ed82469534d!8m2!3d47.4719934!4d-0.5513209!16s%2Fg%2F11m6bdp5yk!19sChIJ9S79sF-XL0oRTVNpJNh-YhQ?authuser=0&hl=fr&rclk=1,5.0,8,Paysagiste,25 Rue Lenepveu,,0667318325,http://www.arboristeandco.fr/
paysagiste,"IR-PAYSAGISTE,(entretien d'espace vert élagueur taille de haie entretien de jardin)","https://www.google.com/maps/place/IR-PAYSAGISTE,%28entretien+d%27espace+vert+%C3%A9lagueur+taille+de+haie+entretien+de+jardin%29/data=!4m7!3m6!1s0x4808798a1e29f9c3:0x42a3264fa5b06a5!8m2!3d46.157964!4d1.3798538!16s%2Fg%2F11lgm539hb!19sChIJw_kpHop5CEgRpQZb-mQyKgQ?authuser=0&hl=fr&rclk=1",5.0,4,Paysagiste,·,,0652834311,https://irpaysagiste49.wixsite.com/website-2
paysagiste,Piscines de France - Pisciniste Angers (49) - Construction de piscine,https://www.google.com/maps/place/Piscines+de+France+-+Pisciniste+Angers+%2849%29+-+Construction+de+piscine/data=!4m7!3m6!1s0x4807d62d148084e9:0x2de2a02251a6ba95!8m2!3d47.4295001!4d-0.5419679!16s%2Fg%2F1hc1cc_9p!19sChIJ6YSAFC3WB0gRlbqmUSKg4i0?authuser=0&hl=fr&rclk=1,4.5,99,Société de construction de piscine,·,,0241575107,https://www.piscines-de-france.fr/
paysagiste,Élagage Equilibre F Bernardin 🌳,https://www.google.com/maps/place/%C3%89lagage+Equilibre+F+Bernardin+%F0%9F%8C%B3/data=!4m7!3m6!1s0x48087f2c8449a879:0x26e2bedd41e92489!8m2!3d47.4814936!4d-0.5754811!16s%2Fg%2F1q64rwclw!19sChIJeahJhCx_CEgRiSTpQd2-4iY?authuser=0&hl=fr&rclk=1,4.7,13,Service d'élagage,61 Rue de la Meignanne,,0680341418,
paysagiste,IDspace,https://www.google.com/maps/place/IDspace/data=!4m7!3m6!1s0x48087fa383c6417d:0x2530bc13eca1b8ee!8m2!3d47.4697169!4d-0.603129!16s%2Fg%2F11rtczq6tw!19sChIJfUHGg6N_CEgR7rih7BO8MCU?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,12 Rue Georges Mandel,,0241194981,https://www.idspace-paysage.com/contact/
paysagiste,HYDRALIANS PROSJET IRRIGARONNE Angers,https://www.google.com/maps/place/HYDRALIANS+PROSJET+IRRIGARONNE+Angers/data=!4m7!3m6!1s0x480879cca64ed5f5:0xa79e2058673179b1!8m2!3d47.4876603!4d-0.5061397!16s%2Fg%2F1tdy_bk4!19sChIJ9dVOpsx5CEgRsXkxZ1ggnqc?authuser=0&hl=fr&rclk=1,4.5,13,Fournisseur d'équipement d'irrigation,·,,0241432362,https://www.hydralians.fr/?y_source=1_NDU4NTUxNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
paysagiste,"JR Elagage, abattage, dessouchage, paysagiste taille","https://www.google.com/maps/place/JR+Elagage,+abattage,+dessouchage,+paysagiste+taille/data=!4m7!3m6!1s0x4808791d48a090eb:0x9bc8153b963f8f31!8m2!3d47.4968436!4d-0.5258839!16s%2Fg%2F11p9snht5h!19sChIJ65CgSB15CEgRMY8_ljsVyJs?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,163 Rte d'Angers,,0682207532,https://www.jrelagageabattage.fr/
paysagiste,Pierre Goujeon Paysage SARL,https://www.google.com/maps/place/Pierre+Goujeon+Paysage+SARL/data=!4m7!3m6!1s0x480878396dd34467:0x7a8217c5814a962c!8m2!3d47.4728429!4d-0.5096343!16s%2Fg%2F1wh4f7c0!19sChIJZ0TTbTl4CEgRLJZKgcUXgno?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,11 Rue du Patis,,0241939900,
paysagiste,"JR Elagage, abattage, dessouchage, paysagiste taille","https://www.google.com/maps/place/JR+Elagage,+abattage,+dessouchage,+paysagiste+taille/data=!4m7!3m6!1s0x4808791d48a090eb:0x9bc8153b963f8f31!8m2!3d47.4968436!4d-0.5258839!16s%2Fg%2F11p9snht5h!19sChIJ65CgSB15CEgRMY8_ljsVyJs?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,163 Rte d'Angers,,0682207532,
paysagiste,Pierre Goujeon Paysage SARL,https://www.google.com/maps/place/Pierre+Goujeon+Paysage+SARL/data=!4m7!3m6!1s0x480878396dd34467:0x7a8217c5814a962c!8m2!3d47.4728429!4d-0.5096343!16s%2Fg%2F1wh4f7c0!19sChIJZ0TTbTl4CEgRLJZKgcUXgno?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,11 Rue du Patis,,0241939900,https://www.google.com/aclk?sa=L&ai=DChsSEwjlwZe-0b2UAxV8ekECHZLMIBAYACICCAEQABoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XLwFP0jzKrAffleWKPb74GFa2NMlB8SgH7PK-XEdmF04heZak5uNoxoCgR4QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0oE6Mi3bG9YBZBrfVjc2fQ1TTSWw&adurl&q&ctype=99&nis=6
paysagiste,Bernard Thuleau Paysage,https://www.google.com/maps/place/Bernard+Thuleau+Paysage/data=!4m7!3m6!1s0x48087eb938b9eaad:0x383f0281e06ae5f9!8m2!3d47.5100763!4d-0.5884579!16s%2Fg%2F1hc0yhbv0!19sChIJreq5OLl-CEgR-eVq4IECPzg?authuser=0&hl=fr&rclk=1,4.0,3,Paysagiste,4 Av. de Ripollet,,0613922300,https://www.google.com/aclk?sa=L&ai=DChsSEwjlwZe-0b2UAxV8ekECHZLMIBAYACICCAEQAhoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XHmqjP4_NW40nsGuUQC7-1l2jpp3QYwednEIYkpDQmkDSm9udVQGshoCAR8QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1-wrb_G3DYBWokMda9suZLHisSrQ&adurl&q&ctype=99&nis=6
paysagiste,Rêve de Jardins,https://www.google.com/maps/place/R%C3%AAve+de+Jardins/data=!4m7!3m6!1s0x48087d4c6553ac07:0xeb49e452e710944d!8m2!3d47.5792576!4d-0.5918081!16s%2Fg%2F11lh71hcry!19sChIJB6xTZUx9CEgRTZQQ51LkSes?authuser=0&hl=fr&rclk=1,4.6,9,Paysagiste,2 ZA des cormiers,,0633229927,https://reve-de-jardins.fr/
paysagiste,Agence 7 Lieux (Sc Glangeaud Rachez),https://www.google.com/maps/place/Agence+7+Lieux+%28Sc+Glangeaud+Rachez%29/data=!4m7!3m6!1s0x48062706b43a1bb5:0x91c1ef5d2968c41!8m2!3d47.4620845!4d-0.5538374!16s%2Fg%2F1tglgpym!19sChIJtRs6tAYnBkgRQYyW0vUeHAk?authuser=0&hl=fr&rclk=1,,,Paysagiste,2 Sq. Lafayette,,0241397313,
paysagiste,Thiercelin Elagage,https://www.google.com/maps/place/Thiercelin+Elagage/data=!4m7!3m6!1s0x480878e835fa5bcd:0x88468306f79c8a3c!8m2!3d47.4749473!4d-0.551431!16s%2Fg%2F1tf157xw!19sChIJzVv6Neh4CEgRPIqc9waDRog?authuser=0&hl=fr&rclk=1,5.0,1,Service d'élagage,31 Rue du Port de l'Ancre,,0241440520,http://www.elagage-angers-saumur.fr/
paysagiste,Botanica Val de Loire,https://www.google.com/maps/place/Botanica+Val+de+Loire/data=!4m7!3m6!1s0x48087ec98183b5f1:0x46a4b3b5d4247ed!8m2!3d47.5038975!4d-0.5794545!16s%2Fg%2F11btmb2z_r!19sChIJ8bWDgcl-CEgR7UdCXTtLagQ?authuser=0&hl=fr&rclk=1,5.0,2,Paysagiste,0 Chem. du Bocage,,0244011945,https://www.botanica.fr/
paysagiste,Orlane Gervais,https://www.google.com/maps/place/Orlane+Gervais/data=!4m7!3m6!1s0x480878c5ae91aa6d:0xaadd4193eef44f82!8m2!3d47.4742421!4d-0.5607989!16s%2Fg%2F1tff2dwy!19sChIJbaqRrsV4CEgRgk_07pNB3ao?authuser=0&hl=fr&rclk=1,,,Architecte paysagiste,6 Bd Henri Arnauld,,0253616650,
paysagiste,"Maison et Services Angers | Ménage, repassage, jardinage, nettoyage des vitres","https://www.google.com/maps/place/Maison+et+Services+Angers+%7C+M%C3%A9nage,+repassage,+jardinage,+nettoyage+des+vitres/data=!4m7!3m6!1s0x4807d80b2a34969b:0x8cce5836d22058d4!8m2!3d47.4565678!4d-0.5277863!16s%2Fg%2F1tkv948r!19sChIJm5Y0KgvYB0gR1Fgg0jZYzow?authuser=0&hl=fr&rclk=1",4.3,36,Service de ménage,31 Rue Eugène Delacroix,,0241480808,https://www.maison-et-services.com/trouver-mon-prestataire/france/pays-de-la-loire/maine-et-loire/maison-services-angers?utm_source=GoogleMyBusiness&utm_medium=organic
paysagiste,Ardoisieres D Angers,https://www.google.com/maps/place/Ardoisieres+D+Angers/data=!4m7!3m6!1s0x4808780c23e4ad8d:0x6f964ca3a158c074!8m2!3d47.4542263!4d-0.5062192!16s%2Fg%2F1ttp9pj5!19sChIJja3kIwx4CEgRdMBYoaNMlm8?authuser=0&hl=fr&rclk=1,4.0,24,Paysagiste,·,,0241967070,http://www.ardoise-angers.fr/
paysagiste,Le Lievre Espace Vert,https://www.google.com/maps/place/Le+Lievre+Espace+Vert/data=!4m7!3m6!1s0x86e9216b5d17d971:0x6fb016e074da5e9e!8m2!3d47.9348535!4d-2.4533508!16s%2Fg%2F11mz1t99r7!19sChIJcdkXXWsh6YYRnl7adOAWsG8?authuser=0&hl=fr&rclk=1,,,Service d'élagage,·,,0769607578,
paysagiste,djb elagage,https://www.google.com/maps/place/djb+elagage/data=!4m7!3m6!1s0x480879b48b9b2695:0xbda15aad1e7f01cf!8m2!3d47.4945091!4d-0.5528938!16s%2Fg%2F11nyv5k_1s!19sChIJlSabi7R5CEgRzwF_Hq1aob0?authuser=0&hl=fr&rclk=1,5.0,4,Service d'élagage,18 Bd Lucie et Raymond Aubrac,,0687949601,https://www.djb-elagage.fr/
paysagiste,EOM Paysages et Jardins,https://www.google.com/maps/place/EOM+Paysages+et+Jardins/data=!4m7!3m6!1s0x4807d94e68e8da7b:0x3dcf8ed387116b87!8m2!3d47.3738909!4d-0.4172717!16s%2Fg%2F11fnvf9s52!19sChIJe9roaE7ZB0gRh2sRh9OOzz0?authuser=0&hl=fr&rclk=1,5.0,1,Paysagiste,2628 Rte des Carrières,,0677361244,http://www.eompaysagesetjardins.com/?utm_source=gmb
paysagiste,Artirenov Angers,https://www.google.com/maps/place/Artirenov+Angers/data=!4m7!3m6!1s0x480878bd3aa1fd67:0xc5fd8fed1394aa3d!8m2!3d47.458093!4d-0.514158!16s%2Fg%2F1tghcj8n!19sChIJZ_2hOr14CEgRPaqUE-2P_cU?authuser=0&hl=fr&rclk=1,4.3,44,Travaux généraux,·,,0241773257,http://www.artirenov.com/
paysagiste,Rénovation Angers MSU,https://www.google.com/maps/place/R%C3%A9novation+Angers+MSU/data=!4m7!3m6!1s0xa2dcb21bc329b825:0x2b50f0d5e56ba288!8m2!3d47.4719993!4d-0.5513301!16s%2Fg%2F11q2rz_3f8!19sChIJJbgpwxuy3KIRiKJr5dXwUCs?authuser=0&hl=fr&rclk=1,5.0,55,Travaux généraux,·,,0629559295,https://www.multiservicesurban.fr/?utm_source=gmb
paysagiste,Marchant Quentin,https://www.google.com/maps/place/Marchant+Quentin/data=!4m7!3m6!1s0x4807d6025447b9cb:0x63f62d8ca6e94161!8m2!3d47.4453873!4d-0.5658112!16s%2Fg%2F1tp8zf4c!19sChIJy7lHVALWB0gRYUHppowt9mM?authuser=0&hl=fr&rclk=1,,,Paysagiste,32 Rue François Mauriac,,0241476480,
paysagiste,IDspace,https://www.google.com/maps/place/IDspace/data=!4m7!3m6!1s0x48087f6b35215555:0xa5a661520bbb6de3!8m2!3d47.4670448!4d-0.597494!16s%2Fg%2F11pc1ssyh1!19sChIJVVUhNWt_CEgR4227C1JhpqU?authuser=0&hl=fr&rclk=1,,,Paysagiste,17 Rue de la Picotière,,0241374722,https://www.idspace-paysage.com/contact/
paysagiste,Jardins Familiaux De La Fauconnerie,https://www.google.com/maps/place/Jardins+Familiaux+De+La+Fauconnerie/data=!4m7!3m6!1s0x480879257483dfaf:0xcb929a11c895a1d6!8m2!3d47.4944404!4d-0.562279!16s%2Fg%2F11g6rkwhrx!19sChIJr9-DdCV5CEgR1qGVyBGakss?authuser=0&hl=fr&rclk=1,3.3,10,Association ou organisation,·,,,https://jardiniers-de-la-doutre.asso-web.com/
paysagiste,Bellouard Mickael,https://www.google.com/maps/place/Bellouard+Mickael/data=!4m7!3m6!1s0x480878f17da08d75:0xa02e5f1435ef15f!8m2!3d47.4826257!4d-0.5149144!16s%2Fg%2F11b6dhk4pz!19sChIJdY2gffF4CEgRX_FeQ_HlAgo?authuser=0&hl=fr&rclk=1,5.0,2,Entrepreneur,Rue Haute des Banchais,,0617826298,
paysagiste,Cornu Julien,https://www.google.com/maps/place/Cornu+Julien/data=!4m7!3m6!1s0x480878c95c42c11b:0x44ca8e1719bc3876!8m2!3d47.4711111!4d-0.5675691!16s%2Fg%2F11btm7zb_l!19sChIJG8FCXMl4CEgRdji8GReOykQ?authuser=0&hl=fr&rclk=1,,,Paysagiste,29 Av. Yolande d'Aragon,,0980783149,
paysagiste,Le Jardin des Plantes,https://www.google.com/maps/place/Le+Jardin+des+Plantes/data=!4m7!3m6!1s0x480878ee4d2936f7:0xd2c7e8eff85f5258!8m2!3d47.4748312!4d-0.5444026!16s%2Fm%2F05c4x2c!19sChIJ9zYpTe54CEgRWFJf-O_ox9I?authuser=0&hl=fr&rclk=1,4.6,4567,Jardin botanique,·,,0241225300,https://www.angers.fr/vivre-a-angers/la-nature-a-angers/les-parcs-et-jardins-publics/patrimoine/parcs-et-jardins/jardin-des-plantes/index.html
paysagiste,Sabliers Angevins Réunis,https://www.google.com/maps/place/Sabliers+Angevins+R%C3%A9unis/data=!4m7!3m6!1s0x48087f52d661ecbd:0x59c2b3356a91ff3a!8m2!3d47.4571502!4d-0.5744035!16s%2Fg%2F1tdjqjh2!19sChIJvexh1lJ_CEgROv-RajWzwlk?authuser=0&hl=fr&rclk=1,4.1,39,Magasin de materiaux de construction,·,,0241470101,https://la-sar.fr/
paysagiste,"Georges Delorme, élagage, abattage, taille de haies","https://www.google.com/maps/place/Georges+Delorme,+%C3%A9lagage,+abattage,+taille+de+haies/data=!4m7!3m6!1s0x46ed5a4bce2af0b9:0x8dc38c75241477f1!8m2!3d47.3758232!4d-0.8544096!16s%2Fg%2F11ld2p_4s0!19sChIJufAqzkta7UYR8XcUJHWMw40?authuser=0&hl=fr&rclk=1",5.0,2,Paysagiste,·,,0602274819,https://www.gdelagage.fr/
paysagiste,"IR-PAYSAGISTE,(entretien d'espace vert élagueur taille de haie entretien de jardin)","https://www.google.com/maps/place/IR-PAYSAGISTE,%28entretien+d%27espace+vert+%C3%A9lagueur+taille+de+haie+entretien+de+jardin%29/data=!4m7!3m6!1s0x4808798a1e29f9c3:0x42a3264fa5b06a5!8m2!3d46.157964!4d1.3798538!16s%2Fg%2F11lgm539hb!19sChIJw_kpHop5CEgRpQZb-mQyKgQ?authuser=0&hl=fr&rclk=1",5.0,4,Paysagiste,·,,0652834311,https://irpaysagiste49.wixsite.com/website-2
paysagiste,Piscines de France - Pisciniste Angers (49) - Construction de piscine,https://www.google.com/maps/place/Piscines+de+France+-+Pisciniste+Angers+%2849%29+-+Construction+de+piscine/data=!4m7!3m6!1s0x4807d62d148084e9:0x2de2a02251a6ba95!8m2!3d47.4295001!4d-0.5419679!16s%2Fg%2F1hc1cc_9p!19sChIJ6YSAFC3WB0gRlbqmUSKg4i0?authuser=0&hl=fr&rclk=1,4.5,99,Société de construction de piscine,·,,0241575107,https://www.piscines-de-france.fr/
paysagiste,Élagage Equilibre F Bernardin 🌳,https://www.google.com/maps/place/%C3%89lagage+Equilibre+F+Bernardin+%F0%9F%8C%B3/data=!4m7!3m6!1s0x48087f2c8449a879:0x26e2bedd41e92489!8m2!3d47.4814936!4d-0.5754811!16s%2Fg%2F1q64rwclw!19sChIJeahJhCx_CEgRiSTpQd2-4iY?authuser=0&hl=fr&rclk=1,4.7,13,Service d'élagage,61 Rue de la Meignanne,,0680341418,
paysagiste,IDspace,https://www.google.com/maps/place/IDspace/data=!4m7!3m6!1s0x48087fa383c6417d:0x2530bc13eca1b8ee!8m2!3d47.4697169!4d-0.603129!16s%2Fg%2F11rtczq6tw!19sChIJfUHGg6N_CEgR7rih7BO8MCU?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,12 Rue Georges Mandel,,0241194981,https://www.idspace-paysage.com/contact/
paysagiste,HYDRALIANS PROSJET IRRIGARONNE Angers,https://www.google.com/maps/place/HYDRALIANS+PROSJET+IRRIGARONNE+Angers/data=!4m7!3m6!1s0x480879cca64ed5f5:0xa79e2058673179b1!8m2!3d47.4876603!4d-0.5061397!16s%2Fg%2F1tdy_bk4!19sChIJ9dVOpsx5CEgRsXkxZ1ggnqc?authuser=0&hl=fr&rclk=1,4.5,13,Fournisseur d'équipement d'irrigation,·,,0241432362,https://www.hydralians.fr/?y_source=1_NDU4NTUxNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
paysagiste,"JR Elagage, abattage, dessouchage, paysagiste taille","https://www.google.com/maps/place/JR+Elagage,+abattage,+dessouchage,+paysagiste+taille/data=!4m7!3m6!1s0x4808791d48a090eb:0x9bc8153b963f8f31!8m2!3d47.4968436!4d-0.5258839!16s%2Fg%2F11p9snht5h!19sChIJ65CgSB15CEgRMY8_ljsVyJs?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,163 Rte d'Angers,,0682207532,https://www.jrelagageabattage.fr/
paysagiste,Pierre Goujeon Paysage SARL,https://www.google.com/maps/place/Pierre+Goujeon+Paysage+SARL/data=!4m7!3m6!1s0x480878396dd34467:0x7a8217c5814a962c!8m2!3d47.4728429!4d-0.5096343!16s%2Fg%2F1wh4f7c0!19sChIJZ0TTbTl4CEgRLJZKgcUXgno?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,11 Rue du Patis,,0241939900,
paysagiste,Bernard Thuleau Paysage,https://www.google.com/maps/place/Bernard+Thuleau+Paysage/data=!4m7!3m6!1s0x48087eb938b9eaad:0x383f0281e06ae5f9!8m2!3d47.5100763!4d-0.5884579!16s%2Fg%2F1hc0yhbv0!19sChIJreq5OLl-CEgR-eVq4IECPzg?authuser=0&hl=fr&rclk=1,4.0,3,Paysagiste,4 Av. de Ripollet,,0613922300,
paysagiste,Solaverde,https://www.google.com/maps/place/Solaverde/data=!4m7!3m6!1s0x4807d76d914bc2ad:0x9fd8d78b1a1f7e46!8m2!3d47.445472!4d-0.516952!16s%2Fg%2F11ykr_rg1z!19sChIJrcJLkW3XB0gRRn4fGovX2J8?authuser=0&hl=fr&rclk=1,,,Paysagiste,75 Chemin de la Glardière,,0759607596,https://www.google.com/aclk?sa=L&ai=DChsSEwj-39610b2UAxWOOQYAHeSzA8cYACICCAEQARoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XC4gB3y4oVgnzIIc9lqVelVYnwbq5kp4dy3KdrMJsj3PxqTroS1NMhoC6BIQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1Ujcr8St9nS59h6Ay-qDIvY6IPmg&adurl&q&ctype=99&nis=6
paysagiste,Rêve de Jardins,https://www.google.com/maps/place/R%C3%AAve+de+Jardins/data=!4m7!3m6!1s0x48087d4c6553ac07:0xeb49e452e710944d!8m2!3d47.5792576!4d-0.5918081!16s%2Fg%2F11lh71hcry!19sChIJB6xTZUx9CEgRTZQQ51LkSes?authuser=0&hl=fr&rclk=1,4.6,9,Paysagiste,2 ZA des cormiers,,0633229927,https://reve-de-jardins.fr/
paysagiste,Agence 7 Lieux (Sc Glangeaud Rachez),https://www.google.com/maps/place/Agence+7+Lieux+%28Sc+Glangeaud+Rachez%29/data=!4m7!3m6!1s0x48062706b43a1bb5:0x91c1ef5d2968c41!8m2!3d47.4620845!4d-0.5538374!16s%2Fg%2F1tglgpym!19sChIJtRs6tAYnBkgRQYyW0vUeHAk?authuser=0&hl=fr&rclk=1,,,Paysagiste,2 Sq. Lafayette,,0241397313,
paysagiste,Thiercelin Elagage,https://www.google.com/maps/place/Thiercelin+Elagage/data=!4m7!3m6!1s0x480878e835fa5bcd:0x88468306f79c8a3c!8m2!3d47.4749473!4d-0.551431!16s%2Fg%2F1tf157xw!19sChIJzVv6Neh4CEgRPIqc9waDRog?authuser=0&hl=fr&rclk=1,5.0,1,Service d'élagage,31 Rue du Port de l'Ancre,,0241440520,http://www.elagage-angers-saumur.fr/
paysagiste,Botanica Val de Loire,https://www.google.com/maps/place/Botanica+Val+de+Loire/data=!4m7!3m6!1s0x48087ec98183b5f1:0x46a4b3b5d4247ed!8m2!3d47.5038975!4d-0.5794545!16s%2Fg%2F11btmb2z_r!19sChIJ8bWDgcl-CEgR7UdCXTtLagQ?authuser=0&hl=fr&rclk=1,5.0,2,Paysagiste,0 Chem. du Bocage,,0244011945,https://www.botanica.fr/
paysagiste,Orlane Gervais,https://www.google.com/maps/place/Orlane+Gervais/data=!4m7!3m6!1s0x480878c5ae91aa6d:0xaadd4193eef44f82!8m2!3d47.4742421!4d-0.5607989!16s%2Fg%2F1tff2dwy!19sChIJbaqRrsV4CEgRgk_07pNB3ao?authuser=0&hl=fr&rclk=1,,,Architecte paysagiste,6 Bd Henri Arnauld,,0253616650,
paysagiste,"Maison et Services Angers | Ménage, repassage, jardinage, nettoyage des vitres","https://www.google.com/maps/place/Maison+et+Services+Angers+%7C+M%C3%A9nage,+repassage,+jardinage,+nettoyage+des+vitres/data=!4m7!3m6!1s0x4807d80b2a34969b:0x8cce5836d22058d4!8m2!3d47.4565678!4d-0.5277863!16s%2Fg%2F1tkv948r!19sChIJm5Y0KgvYB0gR1Fgg0jZYzow?authuser=0&hl=fr&rclk=1",4.3,36,Service de ménage,31 Rue Eugène Delacroix,,0241480808,https://www.maison-et-services.com/trouver-mon-prestataire/france/pays-de-la-loire/maine-et-loire/maison-services-angers?utm_source=GoogleMyBusiness&utm_medium=organic
paysagiste,Ardoisieres D Angers,https://www.google.com/maps/place/Ardoisieres+D+Angers/data=!4m7!3m6!1s0x4808780c23e4ad8d:0x6f964ca3a158c074!8m2!3d47.4542263!4d-0.5062192!16s%2Fg%2F1ttp9pj5!19sChIJja3kIwx4CEgRdMBYoaNMlm8?authuser=0&hl=fr&rclk=1,4.0,24,Paysagiste,·,,0241967070,http://www.ardoise-angers.fr/
paysagiste,Le Lievre Espace Vert,https://www.google.com/maps/place/Le+Lievre+Espace+Vert/data=!4m7!3m6!1s0x86e9216b5d17d971:0x6fb016e074da5e9e!8m2!3d47.9348535!4d-2.4533508!16s%2Fg%2F11mz1t99r7!19sChIJcdkXXWsh6YYRnl7adOAWsG8?authuser=0&hl=fr&rclk=1,,,Service d'élagage,·,,0769607578,
paysagiste,djb elagage,https://www.google.com/maps/place/djb+elagage/data=!4m7!3m6!1s0x480879b48b9b2695:0xbda15aad1e7f01cf!8m2!3d47.4945091!4d-0.5528938!16s%2Fg%2F11nyv5k_1s!19sChIJlSabi7R5CEgRzwF_Hq1aob0?authuser=0&hl=fr&rclk=1,5.0,4,Service d'élagage,18 Bd Lucie et Raymond Aubrac,,0687949601,https://www.djb-elagage.fr/
paysagiste,EOM Paysages et Jardins,https://www.google.com/maps/place/EOM+Paysages+et+Jardins/data=!4m7!3m6!1s0x4807d94e68e8da7b:0x3dcf8ed387116b87!8m2!3d47.3738909!4d-0.4172717!16s%2Fg%2F11fnvf9s52!19sChIJe9roaE7ZB0gRh2sRh9OOzz0?authuser=0&hl=fr&rclk=1,5.0,1,Paysagiste,2628 Rte des Carrières,,0677361244,http://www.eompaysagesetjardins.com/?utm_source=gmb
paysagiste,Artirenov Angers,https://www.google.com/maps/place/Artirenov+Angers/data=!4m7!3m6!1s0x480878bd3aa1fd67:0xc5fd8fed1394aa3d!8m2!3d47.458093!4d-0.514158!16s%2Fg%2F1tghcj8n!19sChIJZ_2hOr14CEgRPaqUE-2P_cU?authuser=0&hl=fr&rclk=1,4.3,44,Travaux généraux,·,,0241773257,http://www.artirenov.com/
